Geneid	/home/jvtars/ipe/bam_files/SRR11144483.sorted.bam	/home/jvtars/ipe/bam_files/SRR11144484.sorted.bam	/home/jvtars/ipe/bam_files/SRR11144485.sorted.bam	/home/jvtars/ipe/bam_files/SRR11144486.sorted.bam	/home/jvtars/ipe/bam_files/SRR11144481.sorted.bam	/home/jvtars/ipe/bam_files/SRR11144482.sorted.bam
CDL12_00624	767	728	1171	836	1331	816
CDL12_00625	82	66	51	0	10	30
CDL12_00626	0	0	0	0	0	0
CDL12_00627	369	245	395	41	637	21
CDL12_00628	18	34	62	0	0	0
CDL12_00629	168	181	265	24	169	25
CDL12_00630	904	970	1064	737	2192	1191
CDL12_00631	170	225	277	178	461	398
CDL12_00632	0	0	0	0	0	0
CDL12_00633	7	12	1	0	0	10
CDL12_00634	101	40	52	2	78	2
CDL12_00635	0	0	0	0	0	0
CDL12_00636	644	441	231	311	1354	582
CDL12_00637	471	260	1041	404	1047	435
CDL12_00638	0	0	0	0	0	0
CDL12_00639	258	1370	315	228	24	352
CDL12_00640	109	853	194	172	0	247
CDL12_00641	398	472	293	783	7	1047
CDL12_00642	749	441	846	533	947	1232
CDL12_00643	1992	2804	2567	1822	3940	4266
CDL12_00644	482	898	780	413	970	481
CDL12_00645	211	263	370	253	601	462
CDL12_00646	1	0	0	0	0	2
CDL12_00647	543	231	779	510	942	311
CDL12_00648	69	70	74	56	170	108
CDL12_00649	921	587	1024	905	1639	948
CDL12_00650	809	713	2819	2855	3132	1201
CDL12_00651	984	1226	912	823	1695	1785
CDL12_00652	641	480	873	412	1150	1085
CDL12_00653	20	14	5	6	5	25
CDL12_00654	466	273	474	322	666	442
CDL12_00655	22	15	48	8	40	4
CDL12_00656	95	150	87	6	10	3
CDL12_00657	8	11	5	0	9	4
CDL12_00658	0	0	0	0	7	0
CDL12_00659	3560	4804	7963	6440	5282	1279
CDL12_00660	121	46	62	68	150	84
CDL12_00661	337	355	317	471	474	539
CDL12_00662	165	149	101	165	206	248
CDL12_00663	0	0	0	0	0	0
CDL12_00664	590	704	750	606	687	1067
CDL12_00665	25	14	10	11	23	2
CDL12_00666	6	46	20	8	43	12
CDL12_00667	0	0	0	0	0	0
CDL12_00668	41	9	99	69	65	55
CDL12_00669	18	0	0	352	17	2
CDL12_00671	309	196	157	261	923	197
CDL12_00672	193	632	163	240	3608	831
CDL12_00673	38	98	140	63	179	256
CDL12_00674	1	6	7	9	2	1
CDL12_00675	1	9	0	0	0	4
CDL12_00676	10	0	0	1	2	10
CDL12_00677	17	1	0	17	9	80
CDL12_00678	16	24	0	38	12	58
CDL12_00679	2	4	0	5	12	0
CDL12_00680	275	346	307	147	485	251
CDL12_00681	541	450	1417	54	1033	51
CDL12_00682	682	492	958	1079	2264	1054
CDL12_00683	703	557	1120	348	1053	305
CDL12_00684	354	131	248	84	407	116
CDL12_00685	165	148	151	137	537	303
CDL12_00686	54	66	86	23	109	37
CDL12_00687	1373	1082	1021	2091	2568	2143
CDL12_00688	5703	4733	9597	7643	27407	8875
CDL12_00689	270	148	266	256	355	202
CDL12_00690	8639	5725	18216	9464	13294	2716
CDL12_00691	0	0	12	0	0	0
CDL12_00692	187	168	171	16	5	14
CDL12_00693	26	42	133	0	14	26
CDL12_00694	1455	1671	1203	1383	4315	3082
CDL12_00695	396	308	605	229	415	114
CDL12_00696	746	1010	1872	1046	1769	1707
CDL12_00697	411	380	485	496	833	480
CDL12_00698	5	173	415	6	614	629
CDL12_00699	17	8	6	2	25	5
CDL12_00700	57	60	570	96	11	27
CDL12_00701	580	643	1066	740	874	468
CDL12_00702	115	34	356	11	44	8
CDL12_00703	75	7	368	4	66	512
CDL12_00704	438	217	433	165	490	299
CDL12_00705	45	35	8	4	30	17
CDL12_00706	1	0	4	2	1	4
CDL12_00707	1364	793	2729	1408	3043	1674
CDL12_00708	1564	1897	8771	4135	2848	3891
CDL12_00709	3	0	0	0	0	0
CDL12_00710	431	557	801	711	504	839
CDL12_00711	469	541	992	32	1061	11
CDL12_00712	1275	356	1762	2068	6994	1108
CDL12_00713	13495	12794	5947	9501	33394	4695
CDL12_00714	79	659	291	596	124	1393
CDL12_00715	207	306	756	536	400	59
CDL12_00716	54	380	499	696	166	67
CDL12_00717	323	512	360	1721	478	1312
CDL12_00718	89	82	47	294	229	277
CDL12_00719	106	143	38	118	220	323
CDL12_00720	19	11	10	26	191	43
CDL12_00721	3593	3998	6708	5729	9674	3038
CDL12_00722	625	373	702	471	1960	334
CDL12_00723	6	44	6	30	11	12
CDL12_00724	24	24	8	29	27	6
CDL12_00725	540	916	1082	613	1476	1101
CDL12_00726	2020	753	1618	1197	7923	2016
CDL12_00727	20	19	6	0	40	35
CDL12_00728	707	806	722	501	1560	1413
CDL12_00729	597	747	405	681	555	484
CDL12_00730	5048	3937	5615	4404	4436	2624
CDL12_00731	56	34	11	8	36	85
CDL12_00732	0	0	0	0	3	0
CDL12_00733	0	0	0	0	2	1
CDL12_00734	36	70	45	76	81	33
CDL12_00735	0	0	2	0	0	0
CDL12_00736	71	87	206	57	84	10
CDL12_00737	0	0	0	0	1	0
CDL12_00738	808	523	1103	642	2433	1429
CDL12_00739	0	2	2	0	0	10
CDL12_00740	0	0	0	0	0	0
CDL12_00741	13	10	8	1	4	0
CDL12_00742	21	36	49	45	97	18
CDL12_00743	0	6	10	2	3	8
CDL12_00744	83	102	17	28	20	77
CDL12_00745	40	1	6	0	0	4
CDL12_00746	101	2	4	37	23	25
CDL12_00747	939	1051	635	1364	1634	2699
CDL12_00748	0	0	0	0	0	0
CDL12_00749	56	125	10	318	415	267
CDL12_00750	201	135	170	131	358	309
CDL12_00751	4	18	2	8	0	1
CDL12_00752	0	0	0	2	0	0
CDL12_00753	0	0	0	0	0	0
CDL12_00754	0	2	22	0	6	25
CDL12_00755	192	55	105	19	6	1
CDL12_00756	294	325	148	121	87	186
CDL12_00757	0	0	0	0	0	0
CDL12_00758	16	8	10	0	0	91
CDL12_00759	254	218	77	77	24	81
CDL12_00760	762	839	218	1728	265	747
CDL12_00761	2	0	2	0	2	1
CDL12_00762	37	0	20	5	95	0
CDL12_00763	0	0	0	0	0	0
CDL12_00764	5	4	0	4	23	0
CDL12_00765	0	0	0	0	0	0
CDL12_00766	2198	1335	3272	728	2653	642
CDL12_00767	7885	12492	9039	4201	17340	24364
CDL12_00768	428	488	297	277	558	328
CDL12_00769	10	2	2	0	8	6
CDL12_00770	0	0	0	0	0	0
CDL12_00771	261	227	284	312	562	716
CDL12_00772	137	63	38	41	10	59
CDL12_00773	0	0	0	0	0	2
CDL12_00774	18	17	16	0	0	4
CDL12_00775	0	0	58	0	0	0
CDL12_00776	0	0	74	0	39	122
CDL12_00777	1	197	2207	6	1088	2424
CDL12_00778	0	0	75	0	17	28
CDL12_00779	0	1	0	0	0	5
CDL12_00780	58	0	75	5	77	142
CDL12_00781	222	3	397	5	390	1979
CDL12_00782	8	14	43	2	240	15
CDL12_00783	78	0	1921	0	656	409
CDL12_00784	0	0	0	0	0	3
CDL12_00785	7150	10894	19200	8	2440	1267
CDL12_00786	0	1	19	0	12	2
CDL12_00787	0	0	0	0	0	0
CDL12_00788	0	0	0	0	0	1
CDL12_00789	1760	909	1306	4265	799	2523
CDL12_00790	1202	807	1183	3590	851	2979
CDL12_00791	32	76	9	2	0	19
CDL12_00792	103	58	65	89	130	41
CDL12_00793	1310	1815	1197	2113	4807	5093
CDL12_00795	1069	688	1336	1043	2273	954
CDL12_00796	0	0	0	0	0	0
CDL12_00797	316	240	346	444	852	754
CDL12_00798	2941	2620	3222	2638	7373	3698
CDL12_00800	315	214	385	287	868	97
CDL12_00801	206	25	374	159	178	402
CDL12_00802	184	364	527	103	525	160
CDL12_00803	0	0	0	0	0	0
CDL12_00804	380	255	306	118	480	98
CDL12_00805	4	3	0	6	57	0
CDL12_00806	8	13	57	20	43	14
CDL12_00807	423	797	461	344	272	436
CDL12_00808	587	451	1406	674	1727	1158
CDL12_00809	178	45	259	119	311	92
CDL12_00810	524	131	441	90	622	107
CDL12_00811	266	397	146	108	25	20
CDL12_00812	4	4	0	15	5	102
CDL12_00813	0	0	0	0	0	0
CDL12_00814	0	0	0	0	0	0
CDL12_00815	0	0	0	0	0	0
CDL12_00816	0	0	0	0	0	0
CDL12_00817	0	0	0	0	6	0
CDL12_00818	0	2	0	0	0	0
CDL12_00819	21	130	317	7	14	0
CDL12_00820	203	429	617	386	959	558
CDL12_00821	0	0	0	0	0	0
CDL12_00822	0	0	0	0	0	0
CDL12_00823	6	1161	606	297	468	691
CDL12_00824	1	46	83	1	6	174
CDL12_00825	100	9	60	28	381	23
CDL12_00826	0	0	15	0	0	0
CDL12_00827	0	0	0	0	0	0
CDL12_00828	106	73	51	131	333	69
CDL12_00829	2	1	0	0	0	0
CDL12_00830	201	218	239	249	475	255
CDL12_00831	704	787	669	664	1547	933
CDL12_00832	1	0	0	0	0	0
CDL12_00833	9	16	13	8	2	0
CDL12_00834	3	124	10	6	317	20
CDL12_00835	0	7	0	36	0	5
CDL12_00836	0	0	0	0	1	2
CDL12_00837	44	605	225	24	166	655
CDL12_00838	16	9	0	4	6	2
CDL12_00839	88	86	58	15	8	3
CDL12_00840	1485	2251	2009	196	992	246
CDL12_00841	215	0	171	24	104	42
CDL12_00842	567	661	604	64	363	85
CDL12_00843	0	30	0	1	0	0
CDL12_00844	10	110	277	24	10	13
CDL12_00845	0	0	4	0	4	0
CDL12_00846	18	23	78	33	31	40
CDL12_00847	462	422	957	359	720	657
CDL12_00848	917	914	995	1192	2529	1574
CDL12_00850	1448	1241	1629	1346	3975	1452
CDL12_00851	61	31	70	48	112	26
CDL12_00852	626	365	362	752	811	771
CDL12_00853	172	316	133	152	329	129
CDL12_00854	709	980	779	827	1753	1665
CDL12_00855	0	0	0	2	0	0
CDL12_00856	43	5	6	2	49	168
CDL12_00857	0	0	0	0	2	4
CDL12_00858	427	201	363	273	871	380
CDL12_00859	425	238	586	741	1119	880
CDL12_00860	294	284	290	274	581	273
CDL12_00861	226	118	412	8	47	7
CDL12_00862	326	198	418	6	1089	294
CDL12_00863	909	652	1541	1655	1872	1920
CDL12_00864	42	22	34	26	57	42
CDL12_00865	152	109	219	176	326	215
CDL12_00866	1421	1147	1735	1530	2560	2794
CDL12_00867	2279	1426	2725	2779	3214	3924
CDL12_00868	754	1301	1486	3837	2619	3386
CDL12_00869	24	16	40	23	104	30
CDL12_00870	288	156	273	233	679	336
CDL12_00871	81	71	26	155	203	93
CDL12_00872	679	0	0	693	0	0
CDL12_00873	595	69	46	153	1075	0
CDL12_00874	6	0	0	2	12	0
CDL12_00875	1	4	0	0	14	0
CDL12_00876	30	10	0	6	0	0
CDL12_00877	353	342	322	239	516	356
CDL12_00878	539	574	806	618	1096	1065
CDL12_00879	25670	25291	33033	35112	59244	11435
CDL12_00880	459	219	372	242	373	139
CDL12_00881	71	16	124	4	176	0
CDL12_00882	38	10	10	24	38	8
CDL12_00883	60	26	12	4	16	16
CDL12_00884	179	42	191	218	117	19
CDL12_00885	982	1214	658	17735	5676	8630
CDL12_00886	35	26	14	24	22	27
CDL12_00887	419	324	662	808	924	1015
CDL12_00888	2705	1	690	1967	0	0
CDL12_00889	44	51	0	117	28	99
CDL12_00890	422	96	0	989	319	1808
CDL12_00892	565	653	625	385	881	723
CDL12_00893	276	362	515	415	2373	3359
CDL12_00894	0	12	0	0	103	15
CDL12_00895	2334	2849	4083	1909	3448	2514
CDL12_00896	997	618	1854	1324	2440	1275
CDL12_00897	680	724	968	645	1319	904
CDL12_00898	1841	1266	2152	1431	5070	2080
CDL12_00899	1	33	25	36	116	66
CDL12_00900	0	0	6	4	0	0
CDL12_00901	7	0	51	4	7	0
CDL12_00902	144	53	221	82	79	50
CDL12_00903	145	184	629	557	256	105
CDL12_00904	72	395	259	347	364	307
CDL12_00905	2	2	6	0	6	2
CDL12_00906	104	64	361	2	279	25
CDL12_00907	2378	2235	2321	2644	12614	11089
CDL12_00908	2	0	2	2	6	4
CDL12_00909	2	4	4	0	4	0
CDL12_00910	20	33	23	0	0	0
CDL12_00911	9	4	0	0	0	6
CDL12_00912	1	0	8	0	0	0
CDL12_00913	424	356	318	308	159	213
CDL12_00914	216	151	421	257	396	288
CDL12_00915	61	71	43	63	67	119
CDL12_00916	4	2	0	4	8	34
CDL12_00917	135	271	200	250	192	305
CDL12_00918	16	54	28	18	10	70
CDL12_00919	254	355	213	14	161	32
CDL12_00920	21	84	59	3	21	11
CDL12_00921	7	53	232	419	214	59
CDL12_00922	49	129	128	21	19	2
CDL12_00923	0	35	28	64	7	15
CDL12_00924	0	0	0	0	0	0
CDL12_00925	0	29	102	321	495	47
CDL12_00926	730	730	1451	973	2116	877
CDL12_00927	171	791	625	841	1478	609
CDL12_00928	17	40	35	4	9	0
CDL12_00929	2	2	1	1	0	2
CDL12_00930	0	0	0	8	1	20
CDL12_00931	55	113	112	125	336	237
CDL12_00932	2	5	2	3	36	2
CDL12_00933	2	10	7	1	22	11
CDL12_00934	277	400	306	363	1965	1427
CDL12_00935	459	342	2090	138	1219	245
CDL12_00936	1	11	4	0	0	0
CDL12_00937	33	19	2	4	49	2
CDL12_00938	114	71	40	5	2	630
CDL12_00939	80	6	0	0	0	0
CDL12_00940	1	0	85	0	4	2
CDL12_00941	0	0	0	0	0	0
CDL12_00942	61	2	71	125	0	8
CDL12_00943	0	0	0	8	0	2
CDL12_00944	4	0	1	8	3	0
CDL12_00945	0	0	0	0	0	5
CDL12_00946	0	0	2	0	1	0
CDL12_00947	32	4	2	0	39	0
CDL12_00948	0	0	0	0	0	0
CDL12_00949	2	26	32	24	80	23
CDL12_00950	188	222	139	236	716	154
CDL12_00951	1069	2284	11827	7849	5435	273
CDL12_00952	0	0	1	0	0	1
CDL12_00953	1	1	5	0	0	0
CDL12_00954	231	535	121	140	319	1030
CDL12_00955	136	69	123	104	141	211
CDL12_00956	61	60	30	54	58	44
CDL12_00957	1572	1505	2888	2510	3778	2501
CDL12_00958	1826	1312	2065	2114	3897	2944
CDL12_00959	17	25	2	14	4	2
CDL12_00960	619	533	551	419	750	495
CDL12_00961	0	0	7	7	12	3
CDL12_00962	52	62	69	101	29	457
CDL12_00963	0	3	3	2	0	4
CDL12_00964	97	75	66	19	51	26
CDL12_00965	1893	1855	2876	1433	3740	3268
CDL12_00966	56	0	0	2	0	0
CDL12_00967	26	88	95	12	50	24
CDL12_00968	2272	867	2472	367	8100	4
CDL12_00969	159	0	134	96	310	1
CDL12_00970	976	601	1378	1057	4090	2298
CDL12_00971	291	174	316	283	676	420
CDL12_00972	34	47	70	25	53	61
CDL12_00973	115	86	184	39	309	186
CDL12_00974	91	84	27	38	128	57
CDL12_00975	11	15	2	11	30	40
CDL12_00976	416	449	536	430	844	384
CDL12_00977	523	189	534	451	2715	149
CDL12_00978	99	115	709	15	53	29
CDL12_00979	132	71	70	54	193	117
CDL12_00980	527	491	332	276	1061	414
CDL12_00981	340	91	341	14	243	8
CDL12_00982	0	0	0	0	0	0
CDL12_00983	0	0	0	0	0	0
CDL12_00984	58	14	24	18	499	394
CDL12_00986	2	0	23	0	1	6
CDL12_00987	0	0	0	0	0	0
CDL12_00988	0	0	0	0	0	0
CDL12_00989	168	205	211	203	375	224
CDL12_00990	118	123	162	145	241	185
CDL12_00991	0	0	0	0	0	0
CDL12_00992	0	0	0	0	0	0
CDL12_00993	0	0	0	0	0	0
CDL12_00994	569	231	212	2210	1154	209
CDL12_00995	0	0	0	0	0	0
CDL12_00996	314	18	2944	24	28	2
CDL12_00998	0	0	0	0	0	0
CDL12_00999	0	0	0	0	0	0
CDL12_01000	0	0	0	0	0	0
CDL12_01001	0	0	0	0	0	0
CDL12_01002	2	0	0	0	2	0
CDL12_01003	28	4	2	144	43	286
CDL12_01004	0	0	0	0	0	0
CDL12_01005	252	98	357	286	542	342
CDL12_01006	535	664	1061	71	534	36
CDL12_01007	6	2	1	5	10	36
CDL12_01008	0	0	0	0	0	0
CDL12_01009	33	41	27	4	2	66
CDL12_01010	213	10	4	18	8	131
CDL12_01011	0	0	10	0	0	22
CDL12_01012	8	0	0	0	0	0
CDL12_01013	0	3	2	0	2	0
CDL12_01015	249	32	51	11	7	216
CDL12_01016	110	11	39	15	12	684
CDL12_01017	161	83	36	19	156	46
CDL12_01018	110	37	48	17	113	57
CDL12_01019	274	0	1508	502	89	3
CDL12_01020	618	6	2323	209	353	2
CDL12_01021	0	0	0	0	0	0
CDL12_01022	0	0	1	0	0	2
CDL12_01023	0	0	4	0	4	2
CDL12_01024	0	0	0	0	0	0
CDL12_01025	2	0	0	0	0	0
CDL12_01026	0	1	0	0	0	0
CDL12_01027	0	0	0	0	0	0
CDL12_01028	0	1	0	0	0	0
CDL12_01029	1440	1328	1354	842	2654	1919
CDL12_01030	9	21	18	2	6	1
CDL12_01031	10	24	8	0	26	16
CDL12_01032	3345	4604	6994	2765	11217	2162
CDL12_01033	134	379	161	9	335	445
CDL12_01034	0	0	0	0	0	0
CDL12_01035	418	667	406	307	1119	253
CDL12_01036	1170	1534	2715	3101	3038	2714
CDL12_01037	2	0	0	1	0	0
CDL12_01038	4	13	94	27	46	82
CDL12_01039	91	2	27	2	1	221
CDL12_01040	0	0	0	0	0	0
CDL12_01041	10	2	0	1	7	51
CDL12_01043	0	0	0	0	0	0
CDL12_01044	2	3	18	44	15	87
CDL12_01045	0	9	0	10	50	137
CDL12_01046	39	9	2	40	25	18
CDL12_01047	3	4	5	2	0	10
CDL12_01048	378	376	481	550	1126	265
CDL12_01049	190	102	258	127	50	1271
CDL12_01051	8	0	6	2	2	13
CDL12_01052	737	38	26	3213	1239	431
CDL12_01053	1474	899	1214	2926	3896	2528
CDL12_01054	167	90	457	188	282	181
CDL12_01055	413	361	501	263	699	408
CDL12_01056	165	208	84	279	1366	185
CDL12_01057	0	0	0	0	0	0
CDL12_01058	0	0	0	0	0	0
CDL12_01059	1062	633	1327	1308	4700	1455
CDL12_01060	4	8	0	10	26	2
CDL12_01061	290	142	261	72	268	60
CDL12_01062	202	153	302	508	586	399
CDL12_01063	30	22	58	2	28	6
CDL12_01064	1272	963	1957	1628	3765	2519
CDL12_01065	2	0	0	2	0	4
CDL12_01066	59	21	5	2	0	79
CDL12_01067	978	905	1203	1371	4272	1477
CDL12_01068	170	290	390	728	466	250
CDL12_01069	184	303	470	782	559	371
CDL12_01070	0	0	3	11	0	2
CDL12_01071	1168	686	1900	2040	3864	969
CDL12_01072	175	124	168	6	17	0
CDL12_01073	0	0	0	0	0	0
CDL12_01074	256	180	479	244	990	548
CDL12_01075	11	2	1	1	55	17
CDL12_01076	612	289	235	231	1974	423
CDL12_01077	331	291	163	268	716	242
CDL12_01078	59	96	312	159	819	21
CDL12_01079	0	0	0	0	0	0
CDL12_01080	8	14	2	256	129	0
CDL12_01081	0	2	4	18	77	83
CDL12_01082	26	8	61	41	36	34
CDL12_01083	5	18	93	9	10	16
CDL12_01084	33	57	221	152	423	297
CDL12_01085	1096	1280	593	614	1776	2265
CDL12_01086	6	0	0	16	0	3
CDL12_01087	1188	756	1394	1218	4370	1830
CDL12_01088	87	40	101	57	180	61
CDL12_01089	0	4	2	0	0	4
CDL12_01090	295	171	634	141	559	309
CDL12_01091	881	652	994	618	1507	922
CDL12_01092	845	741	1394	531	1284	669
CDL12_01093	436	356	185	28	53	6
CDL12_01094	335	353	191	312	807	686
CDL12_01095	17458	15269	22332	41364	74994	63806
CDL12_01096	620	1281	803	2106	2322	2970
CDL12_01097	5	6	5	0	0	8
CDL12_01098	214	66	103	6	38	20
CDL12_01099	5	8	26	2	3	9
CDL12_01100	1557	1449	2206	736	1479	712
CDL12_01101	2	0	0	0	0	0
CDL12_01102	532	156	223	378	2899	580
CDL12_01103	238	231	110	6	6	5
CDL12_01104	2507	2155	3225	2301	6230	3843
CDL12_01106	76	34	11	0	0	2
CDL12_01107	45	24	22	0	0	0
CDL12_01108	0	0	0	0	0	0
CDL12_01109	0	0	0	0	0	0
CDL12_01110	136	2	0	0	32	15
CDL12_01112	40	33	20	0	8	1
CDL12_01113	1039	795	897	762	1425	1692
CDL12_01114	808	767	619	1210	1036	1932
CDL12_01115	0	4	6	6	12	6
CDL12_01116	121	133	523	74	232	78
CDL12_01117	132	170	389	146	398	106
CDL12_01118	124	229	926	459	570	889
CDL12_01119	324	421	792	564	1464	837
CDL12_01120	1572	607	1270	640	2380	754
CDL12_01121	1003	826	1203	1512	6436	1545
CDL12_01122	129	164	525	86	46	1
CDL12_01123	351	339	381	450	761	420
CDL12_01124	174	3	30	31	13	64
CDL12_01125	18	3	4	7	15	22
CDL12_01126	0	0	0	0	0	0
CDL12_01127	0	0	0	1088	1620	2
CDL12_01128	472	326	822	348	633	1060
CDL12_01129	48	32	21	34	65	41
CDL12_01130	6	3	0	0	0	0
CDL12_01131	5933	2918	11767	12921	24177	14589
CDL12_01132	359	368	425	191	257	347
CDL12_01133	36	4	40	0	0	0
CDL12_01134	1289	227	262	721	596	490
CDL12_01135	44	127	77	131	82	262
CDL12_01136	19	17	37	0	14	13
CDL12_01137	31	24	52	16	40	11
CDL12_01138	22	2	55	0	1	32
CDL12_01139	404	421	462	104	493	161
CDL12_01140	752	45	848	452	1388	694
CDL12_01141	0	0	0	0	0	0
CDL12_01142	229	294	222	132	183	264
CDL12_01143	33	33	72	34	8	52
CDL12_01144	0	0	0	0	2	0
CDL12_01145	1379	2407	2090	4446	5327	2350
CDL12_01146	206	270	264	620	677	373
CDL12_01147	913	290	1267	629	1659	660
CDL12_01148	4848	3299	6967	4170	10841	3927
CDL12_01149	267	299	504	117	448	114
CDL12_01150	616	194	1077	196	406	924
CDL12_01151	58	8	153	23	64	28
CDL12_01152	66	53	199	233	92	348
CDL12_01153	577	696	983	496	878	497
CDL12_01154	32	56	80	124	125	171
CDL12_01155	315	226	564	193	697	497
CDL12_01156	41	4	54	0	4	0
CDL12_01157	94	122	78	69	191	127
CDL12_01158	0	0	0	0	0	0
CDL12_01160	139	12	79	23	1	348
CDL12_01161	115	35	20	117	5	477
CDL12_01162	532	14	0	7	332	1
CDL12_01163	119	0	0	1	3	29
CDL12_01164	0	2	0	9	0	0
CDL12_01165	1	0	0	7	2	0
CDL12_01166	3	0	0	1	31	95
CDL12_01167	5234	7359	8992	5944	7452	1613
CDL12_01168	61	61	156	0	35	4
CDL12_01169	8	21	91	1	53	7
CDL12_01170	33	21	6	0	4	0
CDL12_01171	980	1430	1551	1432	603	1787
CDL12_01172	7	8	16	9	10	38
CDL12_01173	3	3	2	0	6	2
CDL12_01174	123	16	41	0	19	106
CDL12_01175	75	1	350	5	84	154
CDL12_01176	0	0	0	0	1	0
CDL12_01177	19	36	72	3	68	55
CDL12_01178	73	96	115	47	196	188
CDL12_01179	34	16	25	17	24	147
CDL12_01180	941	530	2238	580	1223	3428
CDL12_01181	298	219	443	279	851	531
CDL12_01182	161	155	155	298	275	301
CDL12_01183	12	18	16	24	48	45
CDL12_01184	735	888	1276	892	1913	1693
CDL12_01185	446	724	2345	159	1215	62
CDL12_01186	6352	6174	9173	3667	16742	11279
CDL12_01187	1327	744	3905	4434	9145	8390
CDL12_01188	15	0	2	114	13	36
CDL12_01189	397	164	518	679	579	274
CDL12_01190	535	149	461	457	782	470
CDL12_01191	75	67	70	49	175	111
CDL12_01192	1050	1193	1225	1875	2675	2270
CDL12_01193	1	6	16	0	2	4
CDL12_01194	288	187	204	322	648	303
CDL12_01195	436	486	457	540	725	783
CDL12_01196	112	223	550	8	540	50
CDL12_01197	278	314	401	406	430	698
CDL12_01198	32	100	139	225	184	202
CDL12_01199	373	377	572	295	756	573
CDL12_01200	0	2	8	0	4	10
CDL12_01201	173	120	148	77	160	62
CDL12_01202	144	90	936	2	172	52
CDL12_01203	210	303	1540	109	745	87
CDL12_01204	0	0	0	0	0	0
CDL12_01205	202	271	645	70	288	105
CDL12_01206	0	16	2	10	12	25
CDL12_01207	17	6	155	91	410	4
CDL12_01208	364	406	818	662	1098	473
CDL12_01209	154	121	103	71	77	142
CDL12_01210	65	105	67	25	147	13
CDL12_01211	12049	12758	6380	22757	44416	11352
CDL12_01212	397	386	436	186	123	24
CDL12_01213	526	199	106	75	1212	134
CDL12_01214	131	134	293	185	408	193
CDL12_01215	2911	1989	4340	4342	6225	5951
CDL12_01216	72	24	65	6	32	0
CDL12_01217	345	217	434	13	115	62
CDL12_01218	30	14	82	0	14	0
CDL12_01219	0	5	6	3	25	13
CDL12_01220	0	1	0	1	1	4
CDL12_01221	237	208	355	248	515	636
CDL12_01222	147	125	163	184	212	444
CDL12_01223	948	575	1314	821	2347	876
CDL12_01224	631	471	374	644	1200	2105
CDL12_01225	0	1	3	0	9	4
CDL12_01226	6	2	14	0	2	0
CDL12_01227	10	2	29	3	39	10
CDL12_01228	318	172	172	230	732	533
CDL12_01229	2	0	0	0	0	0
CDL12_01230	1331	1164	1111	1509	1961	1988
CDL12_01231	147	31	0	15	72	0
CDL12_01232	190	745	957	439	1663	353
CDL12_01233	2699	740	4548	2417	5173	3294
CDL12_01234	65	33	34	86	22	19
CDL12_01235	39	18	90	24	53	30
CDL12_01236	7	18	38	4	37	13
CDL12_01237	1	0	3	0	2	29
CDL12_01238	1	6	4	0	0	5
CDL12_01239	0	0	0	0	0	6
CDL12_01240	76	0	0	33	131	0
CDL12_01241	45	27	269	64	279	113
CDL12_01242	137	109	293	341	451	2317
CDL12_01243	10	7	34	0	0	0
CDL12_01244	0	0	0	0	0	0
CDL12_01245	6	1	22	0	1	19
CDL12_01246	0	0	0	0	0	2
CDL12_01247	302	272	305	214	687	291
CDL12_01248	198	62	18	75	13	18
CDL12_01249	3543	278	1064	1019	646	56
CDL12_01250	69	29	63	21	37	16
CDL12_01251	0	216	2	178	0	399
CDL12_01252	0	5	1	2	0	6
CDL12_01253	3	0	0	0	0	0
CDL12_01254	770	264	683	715	635	360
CDL12_01255	385	1216	833	165	290	575
CDL12_01256	325	545	542	477	1100	318
CDL12_01257	4	16	16	33	14	17
CDL12_01258	184	175	158	245	158	145
CDL12_01259	9	4	6	2	20	4
CDL12_01260	5269	5409	5570	5157	5781	2875
CDL12_01261	239	357	298	272	467	534
CDL12_01262	791	1032	940	789	1635	1342
CDL12_01263	22	33	4	18	18	12
CDL12_01264	1645	1284	954	197	512	82
CDL12_01265	0	0	0	0	0	0
CDL12_01266	312	319	772	329	479	235
CDL12_01267	135	141	348	2	581	10
CDL12_01268	142	724	2261	351	215	114
CDL12_01269	495	337	873	445	218	149
CDL12_01270	2	2	2	2	0	4
CDL12_01271	125	376	459	282	10	308
CDL12_01272	0	0	0	0	0	0
CDL12_01273	1021	918	1207	495	1464	564
CDL12_01274	934	1075	567	184	486	594
CDL12_01275	359	12	76	67	58	1105
CDL12_01276	539	603	1280	86	410	149
CDL12_01277	4	63	26	2	3	15
CDL12_01278	0	0	0	0	0	0
CDL12_01279	1667	1533	1775	1944	2135	853
CDL12_01280	954	867	829	1289	1120	570
CDL12_01281	542	82	653	2	8	0
CDL12_01282	70	60	64	42	106	65
CDL12_01283	16	4	14	22	182	147
CDL12_01284	6	2	14	14	142	107
CDL12_01285	1	2	4	8	88	40
CDL12_01286	0	52	29	86	52	32
CDL12_01287	21	42	46	58	4	147
CDL12_01288	0	0	0	0	0	0
CDL12_01289	0	8	0	0	0	0
CDL12_01290	376	242	466	958	311	1255
CDL12_01291	1684	594	2477	1072	2813	1157
CDL12_01292	309	138	187	75	367	760
CDL12_01293	0	0	0	0	2	0
CDL12_01294	0	0	0	0	0	0
CDL12_01295	0	0	2	0	0	0
CDL12_01296	242	54	78	4	0	11
CDL12_01297	1574	1677	3192	4070	5011	6751
CDL12_01298	0	0	0	0	0	0
CDL12_01299	0	0	0	0	0	0
