Geneid	/home/jvtars/ipe/bam_files/SRR11144483.sorted.bam	/home/jvtars/ipe/bam_files/SRR11144484.sorted.bam	/home/jvtars/ipe/bam_files/SRR11144485.sorted.bam	/home/jvtars/ipe/bam_files/SRR11144486.sorted.bam	/home/jvtars/ipe/bam_files/SRR11144481.sorted.bam	/home/jvtars/ipe/bam_files/SRR11144482.sorted.bam
CDL12_13124	0	0	0	0	0	0
CDL12_13125	1623	2523	4107	2798	2353	242
CDL12_13126	0	4	0	0	2	0
CDL12_13127	654	684	1037	575	1411	339
CDL12_13128	468	358	142	65	421	3
CDL12_13129	5	6	1	0	2	0
CDL12_13130	916	601	2290	804	1048	570
CDL12_13131	560	574	4163	247	1548	458
CDL12_13132	257	108	247	354	617	359
CDL12_13133	0	0	0	0	1	0
CDL12_13134	7	0	4	0	88	0
CDL12_13135	0	0	0	0	0	0
CDL12_13136	58	48	32	42	79	53
CDL12_13137	600	386	369	274	849	241
CDL12_13138	1659	732	108	689	7587	2258
CDL12_13139	2178	2435	4717	3780	18966	3199
CDL12_13140	251	360	389	295	568	172
CDL12_13141	0	0	0	0	0	0
CDL12_13142	1311	80	54	356	4166	195
CDL12_13143	785	908	1176	1399	1836	800
CDL12_13144	6	0	4	5	0	0
CDL12_13145	0	0	0	0	0	0
CDL12_13146	99	119	180	228	69	239
CDL12_13147	16	0	0	13	11	11
CDL12_13148	0	0	0	0	0	0
CDL12_13149	22	42	26	474	81	1316
CDL12_13150	5	0	0	52	1	75
CDL12_13151	397	263	548	68	524	120
CDL12_13152	158	211	326	387	132	69
CDL12_13153	0	1	0	0	0	0
CDL12_13154	28	175	306	0	19	76
CDL12_13155	0	0	1	0	0	6
CDL12_13156	104	207	1590	0	0	0
CDL12_13157	264	453	249	203	762	270
CDL12_13158	134	112	223	111	297	317
CDL12_13159	449	145	119	420	206	76
CDL12_13160	129	38	57	68	79	56
CDL12_13161	150	401	56	102	248	51
CDL12_13162	24	2	0	0	0	0
CDL12_13163	0	0	0	0	0	0
CDL12_13164	910	1026	1220	786	1644	1595
CDL12_13165	3683	1799	4247	3260	8970	2754
CDL12_13166	2	8	82	5	4	4
CDL12_13167	541	1094	767	717	996	2157
CDL12_13168	1492	480	1744	1818	5525	2139
CDL12_13169	648	523	1194	426	1299	685
CDL12_13170	1	15	436	32	1638	10
CDL12_13171	46	63	57	5	9969	136
CDL12_13172	5892	8694	4053	8441	14915	4850
CDL12_13173	0	0	0	0	0	0
CDL12_13174	248	223	45	39	179	385
CDL12_13175	170	5	8	14	241	43
CDL12_13176	264	348	278	6	36	26
CDL12_13177	210	187	471	525	934	622
CDL12_13178	562	305	370	383	1180	460
CDL12_13179	317	223	178	313	541	1344
CDL12_13180	8	21	15	21	0	2
CDL12_13181	0	2	2	0	14	0
CDL12_13182	0	0	0	0	0	0
CDL12_13183	4	230	0	0	2871	1050
CDL12_13184	31	15	75	41	31	81
CDL12_13185	244	529	1082	672	791	377
CDL12_13186	108	0	1	1	407	359
CDL12_13187	9	6	2	0	14	16
CDL12_13188	4	13	2	0	11	5
CDL12_13189	82	87	153	31	174	53
CDL12_13190	0	0	1	0	0	0
CDL12_13191	0	0	0	0	0	0
CDL12_13192	123	129	166	382	367	630
CDL12_13193	67	145	111	57	230	68
CDL12_13194	17	4	6	2	16	22
CDL12_13195	57	71	36	8	86	14
CDL12_13196	0	0	0	0	0	0
CDL12_13197	0	0	0	0	0	0
CDL12_13198	0	2	0	0	0	0
CDL12_13199	86	142	91	92	155	145
CDL12_13200	0	0	0	0	0	0
CDL12_13201	615	66	4	70	52	174
CDL12_13202	2	30	20	2	0	0
CDL12_13203	1951	1772	3377	4163	7199	4428
CDL12_13204	783	337	817	242	413	37
CDL12_13205	31	0	0	17	40	0
CDL12_13206	41	28	27	70	7	107
CDL12_13207	0	21	73	0	0	47
CDL12_13208	0	5	2	0	4	3
CDL12_13209	2015	1737	2241	1822	2951	1878
CDL12_13210	792	584	771	621	1157	713
CDL12_13211	490	612	1404	1002	2160	846
CDL12_13212	264	171	237	226	571	191
CDL12_13213	596	360	653	391	585	390
CDL12_13214	537	818	1336	199	509	121
CDL12_13215	460	691	1031	514	1251	377
CDL12_13216	241	118	46	16	260	28
CDL12_13217	0	0	0	0	0	2
CDL12_13218	71	29	56	38	98	31
CDL12_13219	31	45	80	86	30	242
CDL12_13220	785	671	2716	1161	2239	949
CDL12_13221	8952	4858	9894	5147	14941	3212
CDL12_13222	30	66	106	32	40	23
CDL12_13223	99	125	680	165	176	18
CDL12_13224	2025	1432	398	1493	17773	2043
CDL12_13225	4428	148	33	53	218	1903
CDL12_13226	0	0	0	0	0	1
CDL12_13227	0	11	1	2	3	2
CDL12_13228	0	14	94	0	97	0
CDL12_13229	0	0	0	0	2	2
CDL12_13230	585	530	744	398	1101	490
CDL12_13231	359	171	344	373	297	309
CDL12_13232	758	1237	1207	1402	1738	2480
CDL12_13233	207	110	217	283	437	238
CDL12_13234	344	330	569	575	457	1125
CDL12_13235	4	22	0	17	0	19
CDL12_13236	399	22	606	76	1627	170
CDL12_13237	0	0	0	0	0	0
CDL12_13238	163	412	747	40	26	8
CDL12_13239	0	1	5	0	1	0
CDL12_13241	735	308	367	490	2793	1009
CDL12_13242	26	4	2	5	21	10
CDL12_13243	349	167	167	376	888	245
CDL12_13244	5	2	4	4	0	2
CDL12_13245	630	613	538	497	801	593
CDL12_13246	343	293	328	328	367	386
CDL12_13247	760	441	725	680	1385	460
CDL12_13248	1631	929	2188	1191	3512	2395
CDL12_13249	0	0	1	0	0	8
CDL12_13250	0	2	0	0	1	1
CDL12_13251	0	0	0	0	0	0
CDL12_13252	0	0	0	0	4	22
CDL12_13253	2171	2434	2490	1909	4764	2130
CDL12_13254	1	0	2	0	0	0
CDL12_13255	23	40	18	26	37	46
CDL12_13256	2	0	0	0	0	0
CDL12_13257	12	19	0	2	135	1262
CDL12_13258	27	28	27	4	4	360
CDL12_13259	2158	359	749	461	1533	429
CDL12_13260	3178	1909	4771	3103	8860	2063
CDL12_13261	1752	1673	2858	1996	15147	5818
CDL12_13262	0	0	0	0	0	0
CDL12_13263	5	0	2	0	16	0
CDL12_13264	0	0	0	0	0	0
CDL12_13265	3	10	6	0	6	1
CDL12_13266	877	981	1190	1059	1626	1883
CDL12_13267	285	257	217	1408	675	3041
CDL12_13268	0	8	0	0	0	0
CDL12_13269	158	107	88	148	125	237
CDL12_13270	272	126	36	204	33	287
CDL12_13271	51	13	34	50	2	0
CDL12_13272	2239	2867	3592	3346	3863	2860
CDL12_13273	501	291	631	331	720	313
CDL12_13274	961	809	2147	1235	4195	1543
CDL12_13275	1	64	79	173	121	115
CDL12_13276	85	188	205	150	329	513
CDL12_13277	340	128	300	267	249	190
CDL12_13278	284	163	2716	438	1166	446
CDL12_13279	296	303	851	258	1007	351
CDL12_13280	546	434	585	566	821	740
CDL12_13281	2453	3128	16127	5113	2131	347
CDL12_13282	6	10	142	36	2	0
CDL12_13283	1310	765	1538	870	4736	1817
CDL12_13284	609	691	987	765	1386	590
CDL12_13285	61	97	45	64	101	23
CDL12_13286	0	6	4	9	6	2
CDL12_13287	846	861	1152	1563	2276	1685
CDL12_13288	807	926	1066	723	957	1601
CDL12_13289	546	575	740	638	1329	746
CDL12_13290	2287	1907	2438	2901	3960	829
CDL12_13291	727	673	958	1408	1229	776
CDL12_13292	182	90	88	45	128	66
CDL12_13294	5356	4332	9178	293	3931	263
CDL12_13295	520	284	550	130	740	266
CDL12_13296	2	0	0	1	0	0
CDL12_13297	72	5	72	30	130	25
CDL12_13298	0	0	0	0	0	0
CDL12_13299	813	588	1074	1089	1501	918
CDL12_13300	14	6	12	8	14	2
CDL12_13301	4	4	4	0	2	8
CDL12_13302	1456	282	979	7346	4175	8764
CDL12_13303	277	332	295	343	240	405
CDL12_13304	6312	4725	9702	11441	20698	2363
CDL12_13305	0	0	0	0	0	0
CDL12_13306	1390	2406	2157	2293	2573	3751
CDL12_13307	0	0	0	0	0	1
CDL12_13308	657	499	1560	935	1774	954
CDL12_13309	484	741	866	668	1332	850
CDL12_13310	2724	2390	5643	1936	6342	1348
CDL12_13311	2496	2380	2950	2064	4699	3793
CDL12_13312	90	89	215	126	177	240
CDL12_13313	90	155	225	21	76	72
CDL12_13314	1260	1220	1622	468	1259	527
CDL12_13315	19	23	24	0	29	5
CDL12_13316	39	2	0	2	4	50
CDL12_13317	11	25	396	183	282	88
CDL12_13318	1490	1190	2226	2037	5375	2009
CDL12_13319	1399	1520	4260	2659	1441	720
CDL12_13320	12	0	12	0	2	1
CDL12_13321	0	0	0	0	0	0
CDL12_13322	4221	3047	2853	655	5284	1000
CDL12_13323	697	489	10567	10	1887	10
CDL12_13324	1683	1931	4353	2121	1848	431
CDL12_13325	5	0	6	0	4	0
CDL12_13326	0	0	0	0	0	0
CDL12_13327	774	1081	338	368	152	235
CDL12_13328	380	501	392	544	6225	5585
CDL12_13329	789	648	1105	824	1288	1362
CDL12_13330	0	2	0	0	0	0
CDL12_13331	0	0	0	0	0	0
CDL12_13332	0	0	3	45	0	33
CDL12_13333	606	673	763	611	1462	750
CDL12_13334	780	2067	2432	2413	2997	1120
CDL12_13335	3168	3033	4630	1647	4551	2841
CDL12_13336	8	4	0	14	17	2
CDL12_13337	203	84	42	130	178	18
CDL12_13338	29	31	39	26	227	34
CDL12_13339	0	2	0	0	2	0
CDL12_13340	249	173	350	265	700	381
CDL12_13341	0	22	72	43	150	69
CDL12_13342	2350	2099	2966	2256	8415	3304
CDL12_13343	0	0	0	0	0	0
CDL12_13344	750	748	710	516	830	969
CDL12_13345	2304	2168	5570	54	1172	144
CDL12_13346	1949	1757	2007	3740	8798	3685
CDL12_13347	0	5	5	0	26	19
CDL12_13348	1	64	603	48	541	200
CDL12_13349	251	342	1153	553	457	617
CDL12_13350	677	649	1058	237	500	197
CDL12_13351	1959	1495	2251	3230	2901	3259
CDL12_13352	229	205	186	513	513	316
CDL12_13353	1856	1881	2115	2549	5852	2046
CDL12_13354	2950	2891	4558	548	3113	408
CDL12_13355	1472	1045	2036	2020	4712	2726
CDL12_13356	20	16	20	10	130	266
CDL12_13357	6	0	0	4	0	9
CDL12_13358	12352	239	440	990	1344	1133
CDL12_13359	5	0	0	2	0	2
CDL12_13360	136	4	59	0	0	0
CDL12_13361	23	14	12	10	37	29
CDL12_13362	6551	5516	10756	6030	19690	5765
CDL12_13363	261	160	337	421	744	385
CDL12_13364	43	187	145	36	313	383
CDL12_13365	422	433	614	347	827	413
CDL12_13366	3399	3488	7036	3371	8306	4331
CDL12_13367	1047	689	1478	2151	2303	2210
CDL12_13368	860	3060	2815	6958	12420	2756
CDL12_13369	95	126	363	102	674	561
CDL12_13370	94	129	330	126	670	481
CDL12_13371	420	853	1991	1384	1807	1530
CDL12_13372	2	0	6	12	0	4
CDL12_13373	0	18	95	11	46	0
CDL12_13374	1514	1432	3603	3471	10299	2618
CDL12_13375	42458	54520	78276	39241	98286	11101
CDL12_13376	141	332	515	342	1341	199
CDL12_13377	2475	1725	2919	1520	4411	1895
CDL12_13378	4369	2170	8438	4535	11515	3392
CDL12_13379	19	40	14	21	26	2
CDL12_13380	4	2	2	4	15	3
CDL12_13381	0	2	4	2	0	0
CDL12_13382	0	0	0	0	0	0
CDL12_13383	1	0	2	0	0	11
CDL12_13384	23	0	14	33	6	10
CDL12_13385	1386	870	1467	2468	2987	1706
CDL12_13386	0	0	0	0	0	0
CDL12_13387	1218	557	674	1640	3511	3159
CDL12_13388	0	0	0	0	0	0
CDL12_13389	0	0	7	0	0	0
CDL12_13390	0	0	0	0	0	0
CDL12_13391	0	4	12	0	0	10
CDL12_13392	0	0	0	0	0	0
CDL12_13393	16	3	21	41	63	1053
CDL12_13394	12	36	2	0	13	6
CDL12_13395	273	374	310	429	278	621
CDL12_13396	2585	2511	3762	4425	9871	4824
CDL12_13397	761	762	965	430	2118	779
CDL12_13398	659	644	720	1103	1566	1203
CDL12_13399	4	0	0	0	0	0
CDL12_13400	0	0	0	0	0	0
CDL12_13401	54	0	4	8	18	1
CDL12_13402	39	0	3	0	7	9
CDL12_13403	372	395	213	198	451	372
CDL12_13404	277	788	911	444	1773	472
CDL12_13405	0	0	0	0	20	0
CDL12_13406	115	0	167	0	431	0
CDL12_13407	358	4	529	0	762	4
CDL12_13408	0	0	0	0	10	0
CDL12_13409	0	0	0	0	0	0
CDL12_13410	4	10	17	0	28	0
CDL12_13411	510	644	929	622	2168	1243
CDL12_13412	150	142	174	229	551	361
CDL12_13413	0	2	0	0	6	8
CDL12_13414	24	30	52	0	48	0
CDL12_13415	1327	1437	976	1557	1257	506
CDL12_13416	0	0	0	0	0	0
CDL12_13417	0	0	0	0	0	0
CDL12_13418	0	0	0	0	0	0
CDL12_13419	0	0	0	0	0	0
CDL12_13420	0	0	0	0	0	0
CDL12_13421	0	0	0	0	0	0
CDL12_13422	0	66	40	89	16	44
CDL12_13423	15	2	2	6	14	6
CDL12_13424	317	280	793	138	392	128
CDL12_13425	396	227	761	209	587	118
CDL12_13426	86	85	308	170	359	75
CDL12_13427	51	0	0	26	70	4
CDL12_13428	0	0	0	0	1	0
CDL12_13429	30	18	63	56	131	64
CDL12_13430	38	2	0	0	38	36
CDL12_13431	0	0	0	0	0	0
CDL12_13432	92	63	123	144	231	236
CDL12_13433	18	14	24	60	33	80
CDL12_13434	198	123	80	56	354	122
CDL12_13435	1812	1144	2463	3446	6160	3870
CDL12_13436	520	584	853	723	1532	957
CDL12_13437	50	0	0	13	0	2
CDL12_13438	0	0	0	0	0	0
CDL12_13439	10	4	53	48	0	4
CDL12_13440	13	54	176	1	101	0
CDL12_13441	447	235	547	588	664	1113
CDL12_13442	480	451	720	607	300	1400
CDL12_13443	10	6	30	0	40	0
CDL12_13444	14	12	58	2	53	10
CDL12_13445	138	229	1461	2	394	2
CDL12_13446	391	282	374	861	1246	2206
CDL12_13447	180	4	331	72	7	427
CDL12_13448	77	397	233	2	22	0
CDL12_13449	2	9	11	47	12	17
CDL12_13450	6844	8637	7455	8691	27805	9735
CDL12_13451	1287	1363	1930	1558	2104	1555
CDL12_13452	355	235	469	409	766	310
CDL12_13453	184	225	243	168	242	247
CDL12_13454	102	23	101	46	40	44
CDL12_13455	359	165	380	306	685	277
CDL12_13456	693	847	540	858	61	185
CDL12_13457	20	10	10	19	2	1
CDL12_13458	1760	3374	5058	38	36	8
CDL12_13459	0	7	0	0	0	0
CDL12_13460	10	3	24	0	2	6
CDL12_13461	0	0	0	0	0	0
CDL12_13462	303	0	4	0	5	4
CDL12_13463	158	11	0	1	2	51
CDL12_13464	0	5	0	2	0	24
CDL12_13465	21	17	19	49	28	111
CDL12_13466	52	26	26	12	46	29
CDL12_13467	157	94	101	95	58	60
CDL12_13468	14	17	13	34	61	200
CDL12_13469	38	114	248	410	707	267
CDL12_13470	7	28	17	10	31	23
CDL12_13471	0	0	0	0	0	0
CDL12_13472	758	1078	1403	910	2226	1548
CDL12_13473	427	404	509	249	656	477
CDL12_13474	86	70	300	110	355	182
CDL12_13475	2	0	0	0	1	0
CDL12_13476	41432	29735	37872	49853	102065	16881
CDL12_13477	14	5	5	29	50	15
CDL12_13478	4	11	3	2	4	31
CDL12_13479	285	93	234	420	451	175
CDL12_13480	476	141	228	630	499	274
CDL12_13481	569	252	2318	222	1220	348
CDL12_13482	0	0	0	0	0	0
CDL12_13483	0	0	0	0	0	0
CDL12_13484	172	54	77	417	271	250
CDL12_13485	186	99	249	256	419	47
CDL12_13486	12	15	4	2	3	4
CDL12_13487	17	2	0	2	9	0
CDL12_13488	90	139	122	74	132	70
CDL12_13489	525	419	1626	384	685	129
CDL12_13490	0	0	0	0	0	0
CDL12_13491	0	0	0	0	0	0
CDL12_13492	227	246	338	283	596	353
CDL12_13493	550	364	299	375	1269	152
CDL12_13494	0	8	4	0	0	8
CDL12_13495	1158	1021	1244	804	1781	1644
CDL12_13496	1192	1607	1473	1520	1412	404
CDL12_13497	1108	774	1680	2367	2773	2748
CDL12_13498	4	0	14	6	6	2
CDL12_13499	491	557	675	755	1073	1619
CDL12_13500	1056	560	405	308	5500	10424
CDL12_13501	1686	956	1286	1429	3533	2774
CDL12_13502	374	505	568	255	4821	1170
CDL12_13503	405	135	520	396	657	203
CDL12_13504	916	771	1295	833	1213	1278
CDL12_13505	1568	897	2024	4361	6895	3913
CDL12_13506	626	1310	1739	24	143	127
CDL12_13507	4	2	2	10	2	1
CDL12_13508	476	639	657	800	834	219
CDL12_13509	1201	1584	1946	2030	4576	2574
CDL12_13510	0	0	0	0	0	0
CDL12_13511	3701	2370	1105	1387	14870	5202
CDL12_13512	153	139	142	10	116	0
CDL12_13513	106	299	81	717	854	105
CDL12_13514	39	69	72	55	103	32
CDL12_13515	0	4	0	0	0	4
CDL12_13516	246	199	506	329	543	494
CDL12_13517	48	78	122	69	153	51
CDL12_13518	3895	2462	5597	3952	10446	4081
CDL12_13519	229	114	269	65	205	69
CDL12_13520	0	0	0	0	0	10
CDL12_13521	2	2	24	8	12	32
CDL12_13522	0	0	0	0	0	2
CDL12_13523	0	0	1	0	3	9
CDL12_13524	0	0	0	2	0	6
CDL12_13525	0	0	0	0	0	0
CDL12_13526	4	2	2	0	8	0
CDL12_13527	559	646	710	436	1226	987
CDL12_13528	18	18	26	20	44	44
CDL12_13529	34	81	44	50	143	98
CDL12_13530	1	6	13	1	2	2
CDL12_13531	4	246	10	26	3	28
CDL12_13533	77	89	857	4	110	9
CDL12_13534	769	854	990	835	1204	843
CDL12_13535	871	643	187	323	100	203
CDL12_13536	1832	1335	3280	2106	4972	1713
CDL12_13537	908	985	1125	903	2123	1085
CDL12_13538	182	191	233	216	435	134
CDL12_13539	457	623	556	788	811	500
CDL12_13540	2218	669	3316	1706	8545	1698
CDL12_13541	1023	812	991	460	1905	817
CDL12_13542	333	422	322	266	407	443
CDL12_13543	2729	1711	3089	2637	7526	2478
CDL12_13544	251	186	662	48	194	20
CDL12_13545	1329	1493	1630	1791	2062	1341
CDL12_13546	2466	2254	2474	1538	5049	2906
CDL12_13547	0	5	0	3	0	14
CDL12_13548	470	468	653	665	930	432
CDL12_13549	242	394	376	55	354	165
CDL12_13550	929	1174	1467	632	2834	946
CDL12_13551	827	1001	1071	1902	2026	3837
CDL12_13552	219	129	474	146	928	901
CDL12_13553	188	222	323	312	270	322
CDL12_13554	0	0	0	0	1	269
CDL12_13555	2	74	18	1	29	3
CDL12_13556	135	129	431	327	883	291
CDL12_13557	189	337	1007	170	495	534
CDL12_13558	3	1	2	6	28	9
CDL12_13559	33	10	4	2	0	31
CDL12_13560	7	5	4	2	28	15
CDL12_13561	0	0	0	0	0	0
CDL12_13562	2	12	114	207	48	92
CDL12_13563	1221	1203	2565	2230	2308	1252
CDL12_13564	789	705	800	766	1111	1586
CDL12_13565	676	592	680	641	1089	989
CDL12_13566	0	0	0	0	0	0
CDL12_13567	4	4	0	4	10	17
CDL12_13568	0	0	0	0	0	0
CDL12_13569	0	2	0	0	0	30
CDL12_13570	208	241	270	370	313	420
CDL12_13571	882	751	1045	1089	1799	1639
CDL12_13572	561	576	606	348	952	327
CDL12_13573	62	29	52	34	145	19
CDL12_13574	0	2	0	15	0	2
CDL12_13575	2665	1890	2954	6826	9575	3871
CDL12_13576	87	109	5	36	54	61
CDL12_13577	802	944	1337	2130	1429	531
CDL12_13578	12	0	0	0	0	25
CDL12_13579	0	0	0	0	0	0
CDL12_13580	0	0	0	0	0	0
CDL12_13581	0	0	1	0	0	0
CDL12_13582	0	0	0	0	0	2
CDL12_13583	0	0	0	0	0	0
CDL12_13584	41	18	7	36	34	78
CDL12_13585	67	8	25	280	41	103
CDL12_13586	0	0	0	0	0	4
CDL12_13587	271	76	472	10	24	2
CDL12_13588	293	232	3952	1348	2254	4312
CDL12_13589	1	2	496	584	0	1164
CDL12_13590	634	1216	1444	5468	4875	1757
CDL12_13591	1	0	0	130	0	1
CDL12_13592	29	208	31	10	219	0
CDL12_13593	738	808	370	2633	2418	1758
CDL12_13594	113	52	32	488	744	2885
CDL12_13595	1	0	0	7	0	13
CDL12_13596	256	158	358	223	233	98
CDL12_13597	1182	1184	1305	1074	2969	1332
CDL12_13598	295	100	21	0	8	0
CDL12_13599	0	0	0	0	0	0
CDL12_13600	0	0	0	0	0	0
CDL12_13601	185	166	244	125	659	106
CDL12_13602	0	0	0	0	0	0
CDL12_13603	0	0	0	0	0	0
CDL12_13604	10	0	4	17	9	32
CDL12_13605	247	138	63	629	1083	505
CDL12_13606	264	388	374	565	494	336
CDL12_13607	187	113	99	356	528	133
CDL12_13608	68	31	23	80	161	78
CDL12_13609	4	7	11	5	36	2
CDL12_13610	1979	1845	2629	1953	4782	4876
CDL12_13611	1532	1326	1808	1319	3342	1782
CDL12_13612	9	0	4	0	0	0
CDL12_13613	213	264	149	48	282	3162
CDL12_13614	51	10	21	0	12	58
CDL12_13615	0	0	0	0	0	0
CDL12_13616	141	153	558	47	205	33
CDL12_13617	1806	2037	1884	3065	6942	2515
CDL12_13618	1533	4621	1982	4244	4091	1069
CDL12_13619	91	96	56	33	71	25
CDL12_13620	596	253	2097	1	3193	2
CDL12_13621	2124	1146	3350	2297	5403	2274
CDL12_13622	249	2602	368	1680	83	93
CDL12_13623	47	47	134	4	88	6
CDL12_13624	16	18	16	13	2	1
CDL12_13625	638	563	1026	524	2044	613
CDL12_13626	0	0	0	0	0	0
CDL12_13627	998	1296	1365	1225	2576	1301
CDL12_13628	57	19	0	26	0	53
CDL12_13629	0	4	2	0	2	0
CDL12_13630	0	0	0	0	0	0
CDL12_13631	7381	7088	10487	12655	20388	8401
CDL12_13632	6071	6172	12103	1477	20382	4700
CDL12_13633	4671	4156	6437	3951	8794	5399
CDL12_13634	68	59	109	167	78	119
CDL12_13635	0	2	2	0	1	0
CDL12_13636	1521	859	3717	256	2182	298
CDL12_13637	7	24	14	6	13	91
CDL12_13638	1551	1731	1722	2216	2437	1085
CDL12_13639	122	34	124	123	112	285
CDL12_13640	60	30	74	2	21	13
CDL12_13641	1721	1426	2326	1809	3825	2716
CDL12_13642	190	176	208	197	423	201
CDL12_13643	432	433	373	384	638	532
CDL12_13644	1619	1509	1783	227	1139	485
CDL12_13645	0	29	63	0	4	1
CDL12_13646	399	186	442	219	616	361
CDL12_13647	173	66	214	213	797	420
CDL12_13648	0	0	0	0	0	0
CDL12_13649	0	0	0	0	0	0
CDL12_13650	0	0	3	0	0	1
CDL12_13651	517	58	2649	50	4231	561
CDL12_13652	461	239	200	133	273	112
CDL12_13653	0	0	0	0	0	0
CDL12_13654	0	0	0	0	0	0
CDL12_13655	0	0	0	0	0	0
CDL12_13656	47	1	4	113	49	2
CDL12_13657	78	90	180	166	321	112
CDL12_13658	161	487	1172	26	2006	351
CDL12_13659	0	7	27	0	0	0
CDL12_13660	285	250	1560	223	529	71
CDL12_13661	76	16	20	147	27	9
CDL12_13662	147	124	187	137	221	158
CDL12_13663	4	12	40	2	16	32
CDL12_13664	2	0	0	0	0	0
CDL12_13666	106	39	68	38	109	66
CDL12_13667	1209	758	1057	1656	2049	2461
CDL12_13668	4	0	3	0	0	0
CDL12_13669	46	76	76	81	133	103
CDL12_13670	0	0	18	6	0	35
CDL12_13671	0	0	0	0	0	0
CDL12_13672	0	0	0	0	0	0
CDL12_13673	517	251	1097	433	1276	15
CDL12_13674	1	0	0	0	0	0
CDL12_13675	1	0	0	0	23	11
CDL12_13676	0	0	0	0	0	0
CDL12_13677	1	1	0	4	13	0
CDL12_13678	0	0	0	0	0	0
CDL12_13679	13	2	2	8	0	0
CDL12_13680	10982	9699	18796	12172	28985	1703
CDL12_13681	1251	1206	2869	860	3001	355
CDL12_13682	48	68	464	138	231	12
CDL12_13683	3086	1657	8577	6488	8000	2558
CDL12_13684	994	1223	1778	693	1933	1360
CDL12_13685	536	261	1704	16	901	61
CDL12_13686	101	76	47	46	113	63
CDL12_13687	27	8	2	4	19	60
CDL12_13688	1821	2267	2929	2500	3136	3102
CDL12_13689	48	29	13	0	111	7
CDL12_13690	317	508	553	369	682	259
CDL12_13691	1605	1771	3112	2201	5663	1637
CDL12_13692	513	270	387	133	447	105
CDL12_13693	25	2	2	0	2	2
CDL12_13694	645	694	1021	697	1326	916
CDL12_13695	17517	8844	50259	10964	18901	3795
CDL12_13696	1487	1465	2772	1133	2218	1154
CDL12_13697	1622	502	692	1029	2095	388
CDL12_13698	74	50	60	184	15	20
CDL12_13699	136	166	190	242	311	344
CDL12_13700	254	84	50	1016	1363	1869
CDL12_13701	56	130	53	231	135	259
CDL12_13702	153	129	250	88	60	75
CDL12_13703	901	556	879	1140	4370	1369
CDL12_13704	1182	830	1748	789	1497	2318
CDL12_13705	0	5	31	19	29	8
CDL12_13706	499	612	1640	1000	1583	822
CDL12_13707	1737	998	1943	1925	3211	2861
CDL12_13708	354	116	316	388	449	424
CDL12_13709	1867	1738	1918	1941	3319	2143
CDL12_13710	2	0	0	0	0	0
CDL12_13711	593	328	68	68	490	145
CDL12_13712	125	82	911	2	208	0
CDL12_13713	2446	3014	3354	2804	5583	4761
CDL12_13714	895	698	952	674	1561	1346
CDL12_13715	207	184	288	167	320	534
CDL12_13716	138	7	698	581	411	874
CDL12_13717	180	118	198	233	317	43
CDL12_13718	8728	2507	5428	1364	10939	2024
CDL12_13719	61	244	75	492	244	466
CDL12_13720	124	58	344	34	79	9
CDL12_13721	1428	624	1978	2595	4422	2188
CDL12_13722	427	335	989	49	541	66
CDL12_13723	116	143	35	140	23	32
CDL12_13724	70	51	33	59	32	23
CDL12_13725	16	4	2	301	0	8539
CDL12_13726	0	0	0	0	0	2
CDL12_13727	14	14	370	82	132	1368
CDL12_13728	2	0	0	0	0	0
CDL12_13729	26	4	132	0	0	2
CDL12_13730	0	0	13	0	30	0
CDL12_13731	78	86	211	20	44	164
CDL12_13732	52	48	112	2	147	0
CDL12_13733	112	302	859	64	907	414
CDL12_13734	5	3	2	2	1	7
CDL12_13735	106	84	502	4	78	8
CDL12_13737	4	0	0	1	0	2
CDL12_13738	0	66	0	0	1	0
CDL12_13739	0	0	0	0	0	0
CDL12_13740	823	1876	3764	40	1330	16
CDL12_13741	111	3	32	22	1591	7
CDL12_13742	0	0	0	0	0	0
CDL12_13743	3704	1183	4143	5197	6146	1292
CDL12_13744	7750	2670	11263	7241	14865	3624
CDL12_13745	0	4	4	4	0	14
CDL12_13746	0	0	0	0	0	0
CDL12_13747	0	0	0	3	0	0
CDL12_13748	1	35	101	21	47	21
CDL12_13749	0	0	0	0	0	0
CDL12_13750	0	0	0	0	0	0
CDL12_13751	10	42	0	12	22	486
CDL12_13752	52740	24128	95101	58352	93081	52226
CDL12_13753	53	75	342	20	10	79
CDL12_13754	389	229	474	248	385	288
CDL12_13755	905	382	1416	1511	2084	1282
CDL12_13756	58	94	46	784	191	930
CDL12_13757	18	5	20	0	42	2
CDL12_13758	2	0	4	0	0	0
CDL12_13759	0	0	0	0	0	0
CDL12_13760	2214	1024	1631	420	4340	888
CDL12_13761	677	539	875	341	650	160
CDL12_13762	24	15	25	1	7	0
CDL12_13763	1413	1637	2273	476	1202	426
CDL12_13764	236	301	462	165	914	316
CDL12_13765	1664	719	2175	2279	3900	2381
CDL12_13766	105	61	59	87	564	140
CDL12_13767	33	35	39	38	41	38
CDL12_13768	44	0	103	55	61	0
CDL12_13769	4	0	2	2	2	0
CDL12_13770	1058	547	2120	2309	1767	748
CDL12_13771	91	121	327	469	432	92
CDL12_13772	0	0	0	0	0	0
CDL12_13773	1412	7	0	1867	48	5
CDL12_13774	0	0	0	4	0	19
CDL12_13775	0	0	0	0	0	9
CDL12_13776	111	40	211	197	345	219
CDL12_13777	136	117	216	557	1500	701
CDL12_13778	21	12	8	20	20	17
